,question_id,question_category,question_text,entity_pct_pos,entity_percentile,group_pct_pos,group_percentile,num_respondents,survey_name,survey_date,entity,work_setting,position,report_type,benchmark_date,group_entity_pct_pos_diff
813,q13,Growth Opportunities,"With respect to the growth opportunities in this work setting, I have the feeling that I can achieve something.",66.0,23.0,78.0,84.0,9.0,score,20201201,PPMC,all,chaplain,summary,20200901,12.0
814,q14,Job Certainty,"With respect to job-related uncertainty about the future in this work setting, I feel certain that I will keep my current job in the next year.",81.0,87.0,78.0,73.0,9.0,score,20201201,PPMC,all,chaplain,summary,20200901,-3.0
815,q15,Decision Making,With respect to the participation in decision making that I experience here I have a direct influence on my organization's decisions.,40.0,79.0,33.0,37.0,9.0,score,20201201,PPMC,all,chaplain,summary,20200901,-7.0
816,q16,Advancement,With respect to advancement in this organization I have opportunities to advance through training courses.,62.0,99.0,56.0,93.0,9.0,score,20201201,PPMC,all,chaplain,summary,20200901,-6.0
817,q17,Physical Safety,I feel safe from crime or violence in my (daily) workspace.,75.0,,100.0,,9.0,score,20201201,PPMC,all,chaplain,summary,20200901,25.0
818,q18,GME Questions,Faculty in my program participates in educational conferences.,69.0,,,,9.0,score,20201201,PPMC,all,chaplain,summary,20200901,
819,q19,GME Questions,I feel comfortable speaking up if I am feeling tired while on duty.,25.0,,,,9.0,score,20201201,PPMC,all,chaplain,summary,20200901,
820,q20,GME Questions,My Program Director is an effective leader.,64.0,,,,9.0,score,20201201,PPMC,all,chaplain,summary,20200901,
821,q21,GME Questions,I am satisfied with the mentoring I receive.,51.0,,,,9.0,score,20201201,PPMC,all,chaplain,summary,20200901,
822,q22,GME Questions,The curriculum is of high educational value.,66.0,,,,9.0,score,20201201,PPMC,all,chaplain,summary,20200901,
823,q23,GME Questions,Faculty in my program are effective teachers.,76.0,,,,9.0,score,20201201,PPMC,all,chaplain,summary,20200901,
824,q24,GME Questions,I am satisfied with the feedback I have received.,46.0,,,,9.0,score,20201201,PPMC,all,chaplain,summary,20200901,
900,q00,Improvement Readiness,"In this work setting, the learning environment effectively fixes defects to improve the quality of what we do.",68.0,56.0,63.0,36.0,99.0,score,20201201,PPMC,all,nurse-aide-cna-pca-pct,summary,20200901,-5.0
901,q01,Improvement Readiness,"In this work setting, the learning environment allows us to pause and reflect on what we do well.",65.0,43.0,61.0,32.0,99.0,score,20201201,PPMC,all,nurse-aide-cna-pca-pct,summary,20200901,-4.0
902,q02,Local Leadership,"In this work setting, local management regularly makes time to provide positive feedback to me about how I am doing.",65.0,54.0,68.0,64.0,99.0,score,20201201,PPMC,all,nurse-aide-cna-pca-pct,summary,20200901,3.0
903,q03,Local Leadership,"In this work setting, local management regularly makes time to pause and reflect with me about my work.",61.0,49.0,64.0,64.0,99.0,score,20201201,PPMC,all,nurse-aide-cna-pca-pct,summary,20200901,3.0
904,q04,Burnout Climate,People in this work setting are burned out from their work.,19.0,12.0,23.0,28.0,99.0,score,20201201,PPMC,all,nurse-aide-cna-pca-pct,summary,20200901,4.0
905,q05,Personal Burnout,I feel burned out from my work.,32.0,4.0,32.0,10.0,99.0,score,20201201,PPMC,all,nurse-aide-cna-pca-pct,summary,20200901,0.0
906,q06,Emotional Thriving,I have a chance to use my strengths every day at work.,75.0,,72.0,,99.0,score,20201201,PPMC,all,nurse-aide-cna-pca-pct,summary,20200901,-3.0
907,q07,Teamwork,"In this work setting, it is difficult to speak up if I perceive a problem with patient care.",68.0,68.0,55.0,6.0,99.0,score,20201201,PPMC,all,nurse-aide-cna-pca-pct,summary,20200901,-13.0
908,q08,Teamwork,Dealing with difficult colleagues is consistently a challenging part of my job.,53.0,78.0,49.0,70.0,99.0,score,20201201,PPMC,all,nurse-aide-cna-pca-pct,summary,20200901,-4.0
909,q09,Teamwork,Communication breakdowns are common when this work setting interacts with other work settings.,46.0,85.0,43.0,75.0,99.0,score,20201201,PPMC,all,nurse-aide-cna-pca-pct,summary,20200901,-3.0
910,q10,Safety Climate,I would feel safe being treated here as a patient.,81.0,83.0,72.0,49.0,99.0,score,20201201,PPMC,all,nurse-aide-cna-pca-pct,summary,20200901,-9.0
911,q11,Safety Climate,"In this work setting, it is difficult to discuss errors.",65.0,76.0,66.0,77.0,99.0,score,20201201,PPMC,all,nurse-aide-cna-pca-pct,summary,20200901,1.0
912,q12,Safety Climate,The values of facility leadership are the same values that people in this work setting think are important.,57.0,59.0,63.0,83.0,99.0,score,20201201,PPMC,all,nurse-aide-cna-pca-pct,summary,20200901,6.0
913,q13,Growth Opportunities,"With respect to the growth opportunities in this work setting, I have the feeling that I can achieve something.",66.0,23.0,70.0,47.0,99.0,score,20201201,PPMC,all,nurse-aide-cna-pca-pct,summary,20200901,4.0
914,q14,Job Certainty,"With respect to job-related uncertainty about the future in this work setting, I feel certain that I will keep my current job in the next year.",81.0,87.0,73.0,29.0,99.0,score,20201201,PPMC,all,nurse-aide-cna-pca-pct,summary,20200901,-8.0
915,q15,Decision Making,With respect to the participation in decision making that I experience here I have a direct influence on my organization's decisions.,40.0,79.0,34.0,47.0,99.0,score,20201201,PPMC,all,nurse-aide-cna-pca-pct,summary,20200901,-6.0
916,q16,Advancement,With respect to advancement in this organization I have opportunities to advance through training courses.,62.0,99.0,66.0,99.0,99.0,score,20201201,PPMC,all,nurse-aide-cna-pca-pct,summary,20200901,4.0
917,q17,Physical Safety,I feel safe from crime or violence in my (daily) workspace.,75.0,,77.0,,99.0,score,20201201,PPMC,all,nurse-aide-cna-pca-pct,summary,20200901,2.0
918,q18,GME Questions,Faculty in my program participates in educational conferences.,69.0,,,,99.0,score,20201201,PPMC,all,nurse-aide-cna-pca-pct,summary,20200901,
919,q19,GME Questions,I feel comfortable speaking up if I am feeling tired while on duty.,25.0,,,,99.0,score,20201201,PPMC,all,nurse-aide-cna-pca-pct,summary,20200901,
920,q20,GME Questions,My Program Director is an effective leader.,64.0,,,,99.0,score,20201201,PPMC,all,nurse-aide-cna-pca-pct,summary,20200901,
921,q21,GME Questions,I am satisfied with the mentoring I receive.,51.0,,,,99.0,score,20201201,PPMC,all,nurse-aide-cna-pca-pct,summary,20200901,
922,q22,GME Questions,The curriculum is of high educational value.,66.0,,,,99.0,score,20201201,PPMC,all,nurse-aide-cna-pca-pct,summary,20200901,
923,q23,GME Questions,Faculty in my program are effective teachers.,76.0,,,,99.0,score,20201201,PPMC,all,nurse-aide-cna-pca-pct,summary,20200901,
924,q24,GME Questions,I am satisfied with the feedback I have received.,46.0,,,,99.0,score,20201201,PPMC,all,nurse-aide-cna-pca-pct,summary,20200901,
925,q00,Improvement Readiness,"In this work setting, the learning environment effectively fixes defects to improve the quality of what we do.",68.0,56.0,82.0,99.0,11.0,score,20201201,PPMC,all,other-professionals-pm-ia-analysts,summary,20200901,14.0
926,q01,Improvement Readiness,"In this work setting, the learning environment allows us to pause and reflect on what we do well.",65.0,43.0,82.0,99.0,11.0,score,20201201,PPMC,all,other-professionals-pm-ia-analysts,summary,20200901,17.0
927,q02,Local Leadership,"In this work setting, local management regularly makes time to provide positive feedback to me about how I am doing.",65.0,54.0,80.0,99.0,11.0,score,20201201,PPMC,all,other-professionals-pm-ia-analysts,summary,20200901,15.0
928,q03,Local Leadership,"In this work setting, local management regularly makes time to pause and reflect with me about my work.",61.0,49.0,90.0,99.0,11.0,score,20201201,PPMC,all,other-professionals-pm-ia-analysts,summary,20200901,29.0
929,q04,Burnout Climate,People in this work setting are burned out from their work.,19.0,12.0,18.0,28.0,11.0,score,20201201,PPMC,all,other-professionals-pm-ia-analysts,summary,20200901,-1.0
930,q05,Personal Burnout,I feel burned out from my work.,32.0,4.0,46.0,96.0,11.0,score,20201201,PPMC,all,other-professionals-pm-ia-analysts,summary,20200901,14.0
931,q06,Emotional Thriving,I have a chance to use my strengths every day at work.,75.0,,73.0,,11.0,score,20201201,PPMC,all,other-professionals-pm-ia-analysts,summary,20200901,-2.0
932,q07,Teamwork,"In this work setting, it is difficult to speak up if I perceive a problem with patient care.",68.0,68.0,83.0,99.0,11.0,score,20201201,PPMC,all,other-professionals-pm-ia-analysts,summary,20200901,15.0
933,q08,Teamwork,Dealing with difficult colleagues is consistently a challenging part of my job.,53.0,78.0,55.0,87.0,11.0,score,20201201,PPMC,all,other-professionals-pm-ia-analysts,summary,20200901,2.0
934,q09,Teamwork,Communication breakdowns are common when this work setting interacts with other work settings.,46.0,85.0,60.0,99.0,11.0,score,20201201,PPMC,all,other-professionals-pm-ia-analysts,summary,20200901,14.0
935,q10,Safety Climate,I would feel safe being treated here as a patient.,81.0,83.0,78.0,74.0,11.0,score,20201201,PPMC,all,other-professionals-pm-ia-analysts,summary,20200901,-3.0
936,q11,Safety Climate,"In this work setting, it is difficult to discuss errors.",65.0,76.0,82.0,99.0,11.0,score,20201201,PPMC,all,other-professionals-pm-ia-analysts,summary,20200901,17.0
937,q12,Safety Climate,The values of facility leadership are the same values that people in this work setting think are important.,57.0,59.0,82.0,99.0,11.0,score,20201201,PPMC,all,other-professionals-pm-ia-analysts,summary,20200901,25.0
938,q13,Growth Opportunities,"With respect to the growth opportunities in this work setting, I have the feeling that I can achieve something.",66.0,23.0,64.0,15.0,11.0,score,20201201,PPMC,all,other-professionals-pm-ia-analysts,summary,20200901,-2.0
939,q14,Job Certainty,"With respect to job-related uncertainty about the future in this work setting, I feel certain that I will keep my current job in the next year.",81.0,87.0,82.0,93.0,11.0,score,20201201,PPMC,all,other-professionals-pm-ia-analysts,summary,20200901,1.0
940,q15,Decision Making,With respect to the participation in decision making that I experience here I have a direct influence on my organization's decisions.,40.0,79.0,27.0,9.0,11.0,score,20201201,PPMC,all,other-professionals-pm-ia-analysts,summary,20200901,-13.0
941,q16,Advancement,With respect to advancement in this organization I have opportunities to advance through training courses.,62.0,99.0,36.0,19.0,11.0,score,20201201,PPMC,all,other-professionals-pm-ia-analysts,summary,20200901,-26.0
942,q17,Physical Safety,I feel safe from crime or violence in my (daily) workspace.,75.0,,100.0,,11.0,score,20201201,PPMC,all,other-professionals-pm-ia-analysts,summary,20200901,25.0
943,q18,GME Questions,Faculty in my program participates in educational conferences.,69.0,,,,11.0,score,20201201,PPMC,all,other-professionals-pm-ia-analysts,summary,20200901,
944,q19,GME Questions,I feel comfortable speaking up if I am feeling tired while on duty.,25.0,,,,11.0,score,20201201,PPMC,all,other-professionals-pm-ia-analysts,summary,20200901,
945,q20,GME Questions,My Program Director is an effective leader.,64.0,,,,11.0,score,20201201,PPMC,all,other-professionals-pm-ia-analysts,summary,20200901,
946,q21,GME Questions,I am satisfied with the mentoring I receive.,51.0,,,,11.0,score,20201201,PPMC,all,other-professionals-pm-ia-analysts,summary,20200901,
947,q22,GME Questions,The curriculum is of high educational value.,66.0,,,,11.0,score,20201201,PPMC,all,other-professionals-pm-ia-analysts,summary,20200901,
948,q23,GME Questions,Faculty in my program are effective teachers.,76.0,,,,11.0,score,20201201,PPMC,all,other-professionals-pm-ia-analysts,summary,20200901,
949,q24,GME Questions,I am satisfied with the feedback I have received.,46.0,,,,11.0,score,20201201,PPMC,all,other-professionals-pm-ia-analysts,summary,20200901,
975,q00,Improvement Readiness,"In this work setting, the learning environment effectively fixes defects to improve the quality of what we do.",68.0,56.0,53.0,12.0,69.0,score,20201201,PPMC,all,technician-surg-lab-ekg-rad-cpht,summary,20200901,-15.0
976,q01,Improvement Readiness,"In this work setting, the learning environment allows us to pause and reflect on what we do well.",65.0,43.0,46.0,4.0,69.0,score,20201201,PPMC,all,technician-surg-lab-ekg-rad-cpht,summary,20200901,-19.0
977,q02,Local Leadership,"In this work setting, local management regularly makes time to provide positive feedback to me about how I am doing.",65.0,54.0,63.0,44.0,69.0,score,20201201,PPMC,all,technician-surg-lab-ekg-rad-cpht,summary,20200901,-2.0
978,q03,Local Leadership,"In this work setting, local management regularly makes time to pause and reflect with me about my work.",61.0,49.0,56.0,29.0,69.0,score,20201201,PPMC,all,technician-surg-lab-ekg-rad-cpht,summary,20200901,-5.0
979,q04,Burnout Climate,People in this work setting are burned out from their work.,19.0,12.0,19.0,12.0,69.0,score,20201201,PPMC,all,technician-surg-lab-ekg-rad-cpht,summary,20200901,0.0
980,q05,Personal Burnout,I feel burned out from my work.,32.0,4.0,23.0,3.0,69.0,score,20201201,PPMC,all,technician-surg-lab-ekg-rad-cpht,summary,20200901,-9.0
981,q06,Emotional Thriving,I have a chance to use my strengths every day at work.,75.0,,66.0,,69.0,score,20201201,PPMC,all,technician-surg-lab-ekg-rad-cpht,summary,20200901,-9.0
982,q07,Teamwork,"In this work setting, it is difficult to speak up if I perceive a problem with patient care.",68.0,68.0,48.0,5.0,69.0,score,20201201,PPMC,all,technician-surg-lab-ekg-rad-cpht,summary,20200901,-20.0
983,q08,Teamwork,Dealing with difficult colleagues is consistently a challenging part of my job.,53.0,78.0,34.0,2.0,69.0,score,20201201,PPMC,all,technician-surg-lab-ekg-rad-cpht,summary,20200901,-19.0
984,q09,Teamwork,Communication breakdowns are common when this work setting interacts with other work settings.,46.0,85.0,29.0,8.0,69.0,score,20201201,PPMC,all,technician-surg-lab-ekg-rad-cpht,summary,20200901,-17.0
985,q10,Safety Climate,I would feel safe being treated here as a patient.,81.0,83.0,72.0,49.0,69.0,score,20201201,PPMC,all,technician-surg-lab-ekg-rad-cpht,summary,20200901,-9.0
986,q11,Safety Climate,"In this work setting, it is difficult to discuss errors.",65.0,76.0,41.0,3.0,69.0,score,20201201,PPMC,all,technician-surg-lab-ekg-rad-cpht,summary,20200901,-24.0
987,q12,Safety Climate,The values of facility leadership are the same values that people in this work setting think are important.,57.0,59.0,46.0,16.0,69.0,score,20201201,PPMC,all,technician-surg-lab-ekg-rad-cpht,summary,20200901,-11.0
988,q13,Growth Opportunities,"With respect to the growth opportunities in this work setting, I have the feeling that I can achieve something.",66.0,23.0,49.0,3.0,69.0,score,20201201,PPMC,all,technician-surg-lab-ekg-rad-cpht,summary,20200901,-17.0
989,q14,Job Certainty,"With respect to job-related uncertainty about the future in this work setting, I feel certain that I will keep my current job in the next year.",81.0,87.0,74.0,37.0,69.0,score,20201201,PPMC,all,technician-surg-lab-ekg-rad-cpht,summary,20200901,-7.0
990,q15,Decision Making,With respect to the participation in decision making that I experience here I have a direct influence on my organization's decisions.,40.0,79.0,32.0,28.0,69.0,score,20201201,PPMC,all,technician-surg-lab-ekg-rad-cpht,summary,20200901,-8.0
991,q16,Advancement,With respect to advancement in this organization I have opportunities to advance through training courses.,62.0,99.0,42.0,47.0,69.0,score,20201201,PPMC,all,technician-surg-lab-ekg-rad-cpht,summary,20200901,-20.0
992,q17,Physical Safety,I feel safe from crime or violence in my (daily) workspace.,75.0,,76.0,,69.0,score,20201201,PPMC,all,technician-surg-lab-ekg-rad-cpht,summary,20200901,1.0
993,q18,GME Questions,Faculty in my program participates in educational conferences.,69.0,,,,69.0,score,20201201,PPMC,all,technician-surg-lab-ekg-rad-cpht,summary,20200901,
994,q19,GME Questions,I feel comfortable speaking up if I am feeling tired while on duty.,25.0,,,,69.0,score,20201201,PPMC,all,technician-surg-lab-ekg-rad-cpht,summary,20200901,
995,q20,GME Questions,My Program Director is an effective leader.,64.0,,,,69.0,score,20201201,PPMC,all,technician-surg-lab-ekg-rad-cpht,summary,20200901,
996,q21,GME Questions,I am satisfied with the mentoring I receive.,51.0,,,,69.0,score,20201201,PPMC,all,technician-surg-lab-ekg-rad-cpht,summary,20200901,
997,q22,GME Questions,The curriculum is of high educational value.,66.0,,,,69.0,score,20201201,PPMC,all,technician-surg-lab-ekg-rad-cpht,summary,20200901,
998,q23,GME Questions,Faculty in my program are effective teachers.,76.0,,,,69.0,score,20201201,PPMC,all,technician-surg-lab-ekg-rad-cpht,summary,20200901,
999,q24,GME Questions,I am satisfied with the feedback I have received.,46.0,,,,69.0,score,20201201,PPMC,all,technician-surg-lab-ekg-rad-cpht,summary,20200901,
1050,q00,Improvement Readiness,"In this work setting, the learning environment effectively fixes defects to improve the quality of what we do.",68.0,56.0,77.0,94.0,86.0,score,20201201,PPMC,all,adv-prac-reg-nurse-cnm-cns-crna-np,summary,20200901,9.0
1051,q01,Improvement Readiness,"In this work setting, the learning environment allows us to pause and reflect on what we do well.",65.0,43.0,71.0,78.0,86.0,score,20201201,PPMC,all,adv-prac-reg-nurse-cnm-cns-crna-np,summary,20200901,6.0
1052,q02,Local Leadership,"In this work setting, local management regularly makes time to provide positive feedback to me about how I am doing.",65.0,54.0,59.0,24.0,86.0,score,20201201,PPMC,all,adv-prac-reg-nurse-cnm-cns-crna-np,summary,20200901,-6.0
1053,q03,Local Leadership,"In this work setting, local management regularly makes time to pause and reflect with me about my work.",61.0,49.0,55.0,23.0,86.0,score,20201201,PPMC,all,adv-prac-reg-nurse-cnm-cns-crna-np,summary,20200901,-6.0
1054,q04,Burnout Climate,People in this work setting are burned out from their work.,19.0,12.0,18.0,6.0,86.0,score,20201201,PPMC,all,adv-prac-reg-nurse-cnm-cns-crna-np,summary,20200901,-1.0
1055,q05,Personal Burnout,I feel burned out from my work.,32.0,4.0,35.0,13.0,86.0,score,20201201,PPMC,all,adv-prac-reg-nurse-cnm-cns-crna-np,summary,20200901,3.0
1056,q06,Emotional Thriving,I have a chance to use my strengths every day at work.,75.0,,77.0,,86.0,score,20201201,PPMC,all,adv-prac-reg-nurse-cnm-cns-crna-np,summary,20200901,2.0
1057,q07,Teamwork,"In this work setting, it is difficult to speak up if I perceive a problem with patient care.",68.0,68.0,79.0,98.0,86.0,score,20201201,PPMC,all,adv-prac-reg-nurse-cnm-cns-crna-np,summary,20200901,11.0
1058,q08,Teamwork,Dealing with difficult colleagues is consistently a challenging part of my job.,53.0,78.0,59.0,92.0,86.0,score,20201201,PPMC,all,adv-prac-reg-nurse-cnm-cns-crna-np,summary,20200901,6.0
1059,q09,Teamwork,Communication breakdowns are common when this work setting interacts with other work settings.,46.0,85.0,47.0,92.0,86.0,score,20201201,PPMC,all,adv-prac-reg-nurse-cnm-cns-crna-np,summary,20200901,1.0
1060,q10,Safety Climate,I would feel safe being treated here as a patient.,81.0,83.0,92.0,99.0,86.0,score,20201201,PPMC,all,adv-prac-reg-nurse-cnm-cns-crna-np,summary,20200901,11.0
1061,q11,Safety Climate,"In this work setting, it is difficult to discuss errors.",65.0,76.0,69.0,92.0,86.0,score,20201201,PPMC,all,adv-prac-reg-nurse-cnm-cns-crna-np,summary,20200901,4.0
1062,q12,Safety Climate,The values of facility leadership are the same values that people in this work setting think are important.,57.0,59.0,55.0,52.0,86.0,score,20201201,PPMC,all,adv-prac-reg-nurse-cnm-cns-crna-np,summary,20200901,-2.0
1063,q13,Growth Opportunities,"With respect to the growth opportunities in this work setting, I have the feeling that I can achieve something.",66.0,23.0,63.0,9.0,86.0,score,20201201,PPMC,all,adv-prac-reg-nurse-cnm-cns-crna-np,summary,20200901,-3.0
1064,q14,Job Certainty,"With respect to job-related uncertainty about the future in this work setting, I feel certain that I will keep my current job in the next year.",81.0,87.0,92.0,98.0,86.0,score,20201201,PPMC,all,adv-prac-reg-nurse-cnm-cns-crna-np,summary,20200901,11.0
1065,q15,Decision Making,With respect to the participation in decision making that I experience here I have a direct influence on my organization's decisions.,40.0,79.0,38.0,69.0,86.0,score,20201201,PPMC,all,adv-prac-reg-nurse-cnm-cns-crna-np,summary,20200901,-2.0
1066,q16,Advancement,With respect to advancement in this organization I have opportunities to advance through training courses.,62.0,99.0,51.0,86.0,86.0,score,20201201,PPMC,all,adv-prac-reg-nurse-cnm-cns-crna-np,summary,20200901,-11.0
1067,q17,Physical Safety,I feel safe from crime or violence in my (daily) workspace.,75.0,,75.0,,86.0,score,20201201,PPMC,all,adv-prac-reg-nurse-cnm-cns-crna-np,summary,20200901,0.0
1068,q18,GME Questions,Faculty in my program participates in educational conferences.,69.0,,,,86.0,score,20201201,PPMC,all,adv-prac-reg-nurse-cnm-cns-crna-np,summary,20200901,
1069,q19,GME Questions,I feel comfortable speaking up if I am feeling tired while on duty.,25.0,,,,86.0,score,20201201,PPMC,all,adv-prac-reg-nurse-cnm-cns-crna-np,summary,20200901,
1070,q20,GME Questions,My Program Director is an effective leader.,64.0,,,,86.0,score,20201201,PPMC,all,adv-prac-reg-nurse-cnm-cns-crna-np,summary,20200901,
1071,q21,GME Questions,I am satisfied with the mentoring I receive.,51.0,,,,86.0,score,20201201,PPMC,all,adv-prac-reg-nurse-cnm-cns-crna-np,summary,20200901,
1072,q22,GME Questions,The curriculum is of high educational value.,66.0,,,,86.0,score,20201201,PPMC,all,adv-prac-reg-nurse-cnm-cns-crna-np,summary,20200901,
1073,q23,GME Questions,Faculty in my program are effective teachers.,76.0,,,,86.0,score,20201201,PPMC,all,adv-prac-reg-nurse-cnm-cns-crna-np,summary,20200901,
1074,q24,GME Questions,I am satisfied with the feedback I have received.,46.0,,,,86.0,score,20201201,PPMC,all,adv-prac-reg-nurse-cnm-cns-crna-np,summary,20200901,
1075,q00,Improvement Readiness,"In this work setting, the learning environment effectively fixes defects to improve the quality of what we do.",68.0,56.0,69.0,64.0,43.0,score,20201201,PPMC,all,clinical-support-ma-csa-emt-psa,summary,20200901,1.0
1076,q01,Improvement Readiness,"In this work setting, the learning environment allows us to pause and reflect on what we do well.",65.0,43.0,71.0,78.0,43.0,score,20201201,PPMC,all,clinical-support-ma-csa-emt-psa,summary,20200901,6.0
1077,q02,Local Leadership,"In this work setting, local management regularly makes time to provide positive feedback to me about how I am doing.",65.0,54.0,68.0,64.0,43.0,score,20201201,PPMC,all,clinical-support-ma-csa-emt-psa,summary,20200901,3.0
1078,q03,Local Leadership,"In this work setting, local management regularly makes time to pause and reflect with me about my work.",61.0,49.0,71.0,91.0,43.0,score,20201201,PPMC,all,clinical-support-ma-csa-emt-psa,summary,20200901,10.0
1079,q04,Burnout Climate,People in this work setting are burned out from their work.,19.0,12.0,20.0,48.0,43.0,score,20201201,PPMC,all,clinical-support-ma-csa-emt-psa,summary,20200901,1.0
1080,q05,Personal Burnout,I feel burned out from my work.,32.0,4.0,40.0,68.0,43.0,score,20201201,PPMC,all,clinical-support-ma-csa-emt-psa,summary,20200901,8.0
1081,q06,Emotional Thriving,I have a chance to use my strengths every day at work.,75.0,,81.0,,43.0,score,20201201,PPMC,all,clinical-support-ma-csa-emt-psa,summary,20200901,6.0
1082,q07,Teamwork,"In this work setting, it is difficult to speak up if I perceive a problem with patient care.",68.0,68.0,64.0,42.0,43.0,score,20201201,PPMC,all,clinical-support-ma-csa-emt-psa,summary,20200901,-4.0
1083,q08,Teamwork,Dealing with difficult colleagues is consistently a challenging part of my job.,53.0,78.0,51.0,74.0,43.0,score,20201201,PPMC,all,clinical-support-ma-csa-emt-psa,summary,20200901,-2.0
1084,q09,Teamwork,Communication breakdowns are common when this work setting interacts with other work settings.,46.0,85.0,33.0,18.0,43.0,score,20201201,PPMC,all,clinical-support-ma-csa-emt-psa,summary,20200901,-13.0
1085,q10,Safety Climate,I would feel safe being treated here as a patient.,81.0,83.0,81.0,83.0,43.0,score,20201201,PPMC,all,clinical-support-ma-csa-emt-psa,summary,20200901,0.0
1086,q11,Safety Climate,"In this work setting, it is difficult to discuss errors.",65.0,76.0,64.0,74.0,43.0,score,20201201,PPMC,all,clinical-support-ma-csa-emt-psa,summary,20200901,-1.0
1087,q12,Safety Climate,The values of facility leadership are the same values that people in this work setting think are important.,57.0,59.0,44.0,13.0,43.0,score,20201201,PPMC,all,clinical-support-ma-csa-emt-psa,summary,20200901,-13.0
1088,q13,Growth Opportunities,"With respect to the growth opportunities in this work setting, I have the feeling that I can achieve something.",66.0,23.0,76.0,78.0,43.0,score,20201201,PPMC,all,clinical-support-ma-csa-emt-psa,summary,20200901,10.0
1089,q14,Job Certainty,"With respect to job-related uncertainty about the future in this work setting, I feel certain that I will keep my current job in the next year.",81.0,87.0,81.0,87.0,43.0,score,20201201,PPMC,all,clinical-support-ma-csa-emt-psa,summary,20200901,0.0
1090,q15,Decision Making,With respect to the participation in decision making that I experience here I have a direct influence on my organization's decisions.,40.0,79.0,28.0,10.0,43.0,score,20201201,PPMC,all,clinical-support-ma-csa-emt-psa,summary,20200901,-12.0
1091,q16,Advancement,With respect to advancement in this organization I have opportunities to advance through training courses.,62.0,99.0,71.0,99.0,43.0,score,20201201,PPMC,all,clinical-support-ma-csa-emt-psa,summary,20200901,9.0
1092,q17,Physical Safety,I feel safe from crime or violence in my (daily) workspace.,75.0,,79.0,,43.0,score,20201201,PPMC,all,clinical-support-ma-csa-emt-psa,summary,20200901,4.0
1093,q18,GME Questions,Faculty in my program participates in educational conferences.,69.0,,,,43.0,score,20201201,PPMC,all,clinical-support-ma-csa-emt-psa,summary,20200901,
1094,q19,GME Questions,I feel comfortable speaking up if I am feeling tired while on duty.,25.0,,,,43.0,score,20201201,PPMC,all,clinical-support-ma-csa-emt-psa,summary,20200901,
1095,q20,GME Questions,My Program Director is an effective leader.,64.0,,,,43.0,score,20201201,PPMC,all,clinical-support-ma-csa-emt-psa,summary,20200901,
1096,q21,GME Questions,I am satisfied with the mentoring I receive.,51.0,,,,43.0,score,20201201,PPMC,all,clinical-support-ma-csa-emt-psa,summary,20200901,
1097,q22,GME Questions,The curriculum is of high educational value.,66.0,,,,43.0,score,20201201,PPMC,all,clinical-support-ma-csa-emt-psa,summary,20200901,
1098,q23,GME Questions,Faculty in my program are effective teachers.,76.0,,,,43.0,score,20201201,PPMC,all,clinical-support-ma-csa-emt-psa,summary,20200901,
1099,q24,GME Questions,I am satisfied with the feedback I have received.,46.0,,,,43.0,score,20201201,PPMC,all,clinical-support-ma-csa-emt-psa,summary,20200901,
1150,q00,Improvement Readiness,"In this work setting, the learning environment effectively fixes defects to improve the quality of what we do.",68.0,56.0,31.0,1.0,41.0,score,20201201,PPMC,all,therapist-pt-ot-speech-pta-ota,summary,20200901,-37.0
1151,q01,Improvement Readiness,"In this work setting, the learning environment allows us to pause and reflect on what we do well.",65.0,43.0,20.0,1.0,41.0,score,20201201,PPMC,all,therapist-pt-ot-speech-pta-ota,summary,20200901,-45.0
1152,q02,Local Leadership,"In this work setting, local management regularly makes time to provide positive feedback to me about how I am doing.",65.0,54.0,26.0,1.0,41.0,score,20201201,PPMC,all,therapist-pt-ot-speech-pta-ota,summary,20200901,-39.0
1153,q03,Local Leadership,"In this work setting, local management regularly makes time to pause and reflect with me about my work.",61.0,49.0,23.0,1.0,41.0,score,20201201,PPMC,all,therapist-pt-ot-speech-pta-ota,summary,20200901,-38.0
1154,q04,Burnout Climate,People in this work setting are burned out from their work.,19.0,12.0,2.0,99.0,41.0,score,20201201,PPMC,all,therapist-pt-ot-speech-pta-ota,summary,20200901,-17.0
1155,q05,Personal Burnout,I feel burned out from my work.,32.0,4.0,5.0,99.0,41.0,score,20201201,PPMC,all,therapist-pt-ot-speech-pta-ota,summary,20200901,-27.0
1156,q06,Emotional Thriving,I have a chance to use my strengths every day at work.,75.0,,59.0,,41.0,score,20201201,PPMC,all,therapist-pt-ot-speech-pta-ota,summary,20200901,-16.0
1157,q07,Teamwork,"In this work setting, it is difficult to speak up if I perceive a problem with patient care.",68.0,68.0,44.0,4.0,41.0,score,20201201,PPMC,all,therapist-pt-ot-speech-pta-ota,summary,20200901,-24.0
1158,q08,Teamwork,Dealing with difficult colleagues is consistently a challenging part of my job.,53.0,78.0,27.0,1.0,41.0,score,20201201,PPMC,all,therapist-pt-ot-speech-pta-ota,summary,20200901,-26.0
1159,q09,Teamwork,Communication breakdowns are common when this work setting interacts with other work settings.,46.0,85.0,22.0,5.0,41.0,score,20201201,PPMC,all,therapist-pt-ot-speech-pta-ota,summary,20200901,-24.0
1160,q10,Safety Climate,I would feel safe being treated here as a patient.,81.0,83.0,54.0,6.0,41.0,score,20201201,PPMC,all,therapist-pt-ot-speech-pta-ota,summary,20200901,-27.0
