,question_id,question_category,question_text,fac_pct_pos,fac_percentile,group_pct_pos,group_percentile,num_respondents,survey_name,survey_date,location,work_setting,position,report_type,benchmark_date,group_fac_pct_pos_diff
663,q13,Growth Opportunities,"With respect to the growth opportunities in this work setting, I have the feeling that I can achieve something.",66.0,23.0,78.0,84.0,9.0,score,20201201,PPMC,all,chaplain,summary,20200901,12.0
664,q14,Job Certainty,"With respect to job-related uncertainty about the future in this work setting, I feel certain that I will keep my current job in the next year.",81.0,87.0,78.0,73.0,9.0,score,20201201,PPMC,all,chaplain,summary,20200901,-3.0
665,q15,Decision Making,With respect to the participation in decision making that I experience here I have a direct influence on my organization's decisions.,40.0,79.0,33.0,37.0,9.0,score,20201201,PPMC,all,chaplain,summary,20200901,-7.0
666,q16,Advancement,With respect to advancement in this organization I have opportunities to advance through training courses.,62.0,99.0,56.0,93.0,9.0,score,20201201,PPMC,all,chaplain,summary,20200901,-6.0
667,q17,Physical Safety,I feel safe from crime or violence in my (daily) workspace.,75.0,,100.0,,9.0,score,20201201,PPMC,all,chaplain,summary,20200901,25.0
668,q18,GME Questions,Faculty in my program participates in educational conferences.,69.0,,,,9.0,score,20201201,PPMC,all,chaplain,summary,20200901,
669,q19,GME Questions,I feel comfortable speaking up if I am feeling tired while on duty.,25.0,,,,9.0,score,20201201,PPMC,all,chaplain,summary,20200901,
670,q20,GME Questions,My Program Director is an effective leader.,64.0,,,,9.0,score,20201201,PPMC,all,chaplain,summary,20200901,
671,q21,GME Questions,I am satisfied with the mentoring I receive.,51.0,,,,9.0,score,20201201,PPMC,all,chaplain,summary,20200901,
672,q22,GME Questions,The curriculum is of high educational value.,66.0,,,,9.0,score,20201201,PPMC,all,chaplain,summary,20200901,
673,q23,GME Questions,Faculty in my program are effective teachers.,76.0,,,,9.0,score,20201201,PPMC,all,chaplain,summary,20200901,
674,q24,GME Questions,I am satisfied with the feedback I have received.,46.0,,,,9.0,score,20201201,PPMC,all,chaplain,summary,20200901,
750,q0,Improvement Readiness,"In this work setting, the learning environment effectively fixes defects to improve the quality of what we do.",68.0,56.0,63.0,36.0,99.0,score,20201201,PPMC,all,nurse-aide-cna-pca-pct,summary,20200901,-5.0
751,q1,Improvement Readiness,"In this work setting, the learning environment allows us to pause and reflect on what we do well.",65.0,43.0,61.0,32.0,99.0,score,20201201,PPMC,all,nurse-aide-cna-pca-pct,summary,20200901,-4.0
752,q2,Local Leadership,"In this work setting, local management regularly makes time to provide positive feedback to me about how I am doing.",65.0,54.0,68.0,64.0,99.0,score,20201201,PPMC,all,nurse-aide-cna-pca-pct,summary,20200901,3.0
753,q3,Local Leadership,"In this work setting, local management regularly makes time to pause and reflect with me about my work.",61.0,49.0,64.0,64.0,99.0,score,20201201,PPMC,all,nurse-aide-cna-pca-pct,summary,20200901,3.0
754,q4,Burnout Climate,People in this work setting are burned out from their work.,19.0,12.0,23.0,28.0,99.0,score,20201201,PPMC,all,nurse-aide-cna-pca-pct,summary,20200901,4.0
755,q5,Personal Burnout,I feel burned out from my work.,32.0,4.0,32.0,10.0,99.0,score,20201201,PPMC,all,nurse-aide-cna-pca-pct,summary,20200901,0.0
756,q6,Emotional Thriving,I have a chance to use my strengths every day at work.,75.0,,72.0,,99.0,score,20201201,PPMC,all,nurse-aide-cna-pca-pct,summary,20200901,-3.0
757,q7,Teamwork,"In this work setting, it is difficult to speak up if I perceive a problem with patient care.",68.0,68.0,55.0,6.0,99.0,score,20201201,PPMC,all,nurse-aide-cna-pca-pct,summary,20200901,-13.0
758,q8,Teamwork,Dealing with difficult colleagues is consistently a challenging part of my job.,53.0,78.0,49.0,70.0,99.0,score,20201201,PPMC,all,nurse-aide-cna-pca-pct,summary,20200901,-4.0
759,q9,Teamwork,Communication breakdowns are common when this work setting interacts with other work settings.,46.0,85.0,43.0,75.0,99.0,score,20201201,PPMC,all,nurse-aide-cna-pca-pct,summary,20200901,-3.0
760,q10,Safety Climate,I would feel safe being treated here as a patient.,81.0,83.0,72.0,49.0,99.0,score,20201201,PPMC,all,nurse-aide-cna-pca-pct,summary,20200901,-9.0
761,q11,Safety Climate,"In this work setting, it is difficult to discuss errors.",65.0,76.0,66.0,77.0,99.0,score,20201201,PPMC,all,nurse-aide-cna-pca-pct,summary,20200901,1.0
762,q12,Safety Climate,The values of facility leadership are the same values that people in this work setting think are important.,57.0,59.0,63.0,83.0,99.0,score,20201201,PPMC,all,nurse-aide-cna-pca-pct,summary,20200901,6.0
763,q13,Growth Opportunities,"With respect to the growth opportunities in this work setting, I have the feeling that I can achieve something.",66.0,23.0,70.0,47.0,99.0,score,20201201,PPMC,all,nurse-aide-cna-pca-pct,summary,20200901,4.0
764,q14,Job Certainty,"With respect to job-related uncertainty about the future in this work setting, I feel certain that I will keep my current job in the next year.",81.0,87.0,73.0,29.0,99.0,score,20201201,PPMC,all,nurse-aide-cna-pca-pct,summary,20200901,-8.0
765,q15,Decision Making,With respect to the participation in decision making that I experience here I have a direct influence on my organization's decisions.,40.0,79.0,34.0,47.0,99.0,score,20201201,PPMC,all,nurse-aide-cna-pca-pct,summary,20200901,-6.0
766,q16,Advancement,With respect to advancement in this organization I have opportunities to advance through training courses.,62.0,99.0,66.0,99.0,99.0,score,20201201,PPMC,all,nurse-aide-cna-pca-pct,summary,20200901,4.0
767,q17,Physical Safety,I feel safe from crime or violence in my (daily) workspace.,75.0,,77.0,,99.0,score,20201201,PPMC,all,nurse-aide-cna-pca-pct,summary,20200901,2.0
768,q18,GME Questions,Faculty in my program participates in educational conferences.,69.0,,,,99.0,score,20201201,PPMC,all,nurse-aide-cna-pca-pct,summary,20200901,
769,q19,GME Questions,I feel comfortable speaking up if I am feeling tired while on duty.,25.0,,,,99.0,score,20201201,PPMC,all,nurse-aide-cna-pca-pct,summary,20200901,
770,q20,GME Questions,My Program Director is an effective leader.,64.0,,,,99.0,score,20201201,PPMC,all,nurse-aide-cna-pca-pct,summary,20200901,
771,q21,GME Questions,I am satisfied with the mentoring I receive.,51.0,,,,99.0,score,20201201,PPMC,all,nurse-aide-cna-pca-pct,summary,20200901,
772,q22,GME Questions,The curriculum is of high educational value.,66.0,,,,99.0,score,20201201,PPMC,all,nurse-aide-cna-pca-pct,summary,20200901,
773,q23,GME Questions,Faculty in my program are effective teachers.,76.0,,,,99.0,score,20201201,PPMC,all,nurse-aide-cna-pca-pct,summary,20200901,
774,q24,GME Questions,I am satisfied with the feedback I have received.,46.0,,,,99.0,score,20201201,PPMC,all,nurse-aide-cna-pca-pct,summary,20200901,
775,q0,Improvement Readiness,"In this work setting, the learning environment effectively fixes defects to improve the quality of what we do.",68.0,56.0,82.0,99.0,11.0,score,20201201,PPMC,all,other-professionals-pm-ia-analysts,summary,20200901,14.0
776,q1,Improvement Readiness,"In this work setting, the learning environment allows us to pause and reflect on what we do well.",65.0,43.0,82.0,99.0,11.0,score,20201201,PPMC,all,other-professionals-pm-ia-analysts,summary,20200901,17.0
777,q2,Local Leadership,"In this work setting, local management regularly makes time to provide positive feedback to me about how I am doing.",65.0,54.0,80.0,99.0,11.0,score,20201201,PPMC,all,other-professionals-pm-ia-analysts,summary,20200901,15.0
778,q3,Local Leadership,"In this work setting, local management regularly makes time to pause and reflect with me about my work.",61.0,49.0,90.0,99.0,11.0,score,20201201,PPMC,all,other-professionals-pm-ia-analysts,summary,20200901,29.0
779,q4,Burnout Climate,People in this work setting are burned out from their work.,19.0,12.0,18.0,28.0,11.0,score,20201201,PPMC,all,other-professionals-pm-ia-analysts,summary,20200901,-1.0
780,q5,Personal Burnout,I feel burned out from my work.,32.0,4.0,46.0,96.0,11.0,score,20201201,PPMC,all,other-professionals-pm-ia-analysts,summary,20200901,14.0
781,q6,Emotional Thriving,I have a chance to use my strengths every day at work.,75.0,,73.0,,11.0,score,20201201,PPMC,all,other-professionals-pm-ia-analysts,summary,20200901,-2.0
782,q7,Teamwork,"In this work setting, it is difficult to speak up if I perceive a problem with patient care.",68.0,68.0,83.0,99.0,11.0,score,20201201,PPMC,all,other-professionals-pm-ia-analysts,summary,20200901,15.0
783,q8,Teamwork,Dealing with difficult colleagues is consistently a challenging part of my job.,53.0,78.0,55.0,87.0,11.0,score,20201201,PPMC,all,other-professionals-pm-ia-analysts,summary,20200901,2.0
784,q9,Teamwork,Communication breakdowns are common when this work setting interacts with other work settings.,46.0,85.0,60.0,99.0,11.0,score,20201201,PPMC,all,other-professionals-pm-ia-analysts,summary,20200901,14.0
785,q10,Safety Climate,I would feel safe being treated here as a patient.,81.0,83.0,78.0,74.0,11.0,score,20201201,PPMC,all,other-professionals-pm-ia-analysts,summary,20200901,-3.0
786,q11,Safety Climate,"In this work setting, it is difficult to discuss errors.",65.0,76.0,82.0,99.0,11.0,score,20201201,PPMC,all,other-professionals-pm-ia-analysts,summary,20200901,17.0
787,q12,Safety Climate,The values of facility leadership are the same values that people in this work setting think are important.,57.0,59.0,82.0,99.0,11.0,score,20201201,PPMC,all,other-professionals-pm-ia-analysts,summary,20200901,25.0
788,q13,Growth Opportunities,"With respect to the growth opportunities in this work setting, I have the feeling that I can achieve something.",66.0,23.0,64.0,15.0,11.0,score,20201201,PPMC,all,other-professionals-pm-ia-analysts,summary,20200901,-2.0
789,q14,Job Certainty,"With respect to job-related uncertainty about the future in this work setting, I feel certain that I will keep my current job in the next year.",81.0,87.0,82.0,93.0,11.0,score,20201201,PPMC,all,other-professionals-pm-ia-analysts,summary,20200901,1.0
790,q15,Decision Making,With respect to the participation in decision making that I experience here I have a direct influence on my organization's decisions.,40.0,79.0,27.0,9.0,11.0,score,20201201,PPMC,all,other-professionals-pm-ia-analysts,summary,20200901,-13.0
791,q16,Advancement,With respect to advancement in this organization I have opportunities to advance through training courses.,62.0,99.0,36.0,19.0,11.0,score,20201201,PPMC,all,other-professionals-pm-ia-analysts,summary,20200901,-26.0
792,q17,Physical Safety,I feel safe from crime or violence in my (daily) workspace.,75.0,,100.0,,11.0,score,20201201,PPMC,all,other-professionals-pm-ia-analysts,summary,20200901,25.0
793,q18,GME Questions,Faculty in my program participates in educational conferences.,69.0,,,,11.0,score,20201201,PPMC,all,other-professionals-pm-ia-analysts,summary,20200901,
794,q19,GME Questions,I feel comfortable speaking up if I am feeling tired while on duty.,25.0,,,,11.0,score,20201201,PPMC,all,other-professionals-pm-ia-analysts,summary,20200901,
795,q20,GME Questions,My Program Director is an effective leader.,64.0,,,,11.0,score,20201201,PPMC,all,other-professionals-pm-ia-analysts,summary,20200901,
796,q21,GME Questions,I am satisfied with the mentoring I receive.,51.0,,,,11.0,score,20201201,PPMC,all,other-professionals-pm-ia-analysts,summary,20200901,
797,q22,GME Questions,The curriculum is of high educational value.,66.0,,,,11.0,score,20201201,PPMC,all,other-professionals-pm-ia-analysts,summary,20200901,
798,q23,GME Questions,Faculty in my program are effective teachers.,76.0,,,,11.0,score,20201201,PPMC,all,other-professionals-pm-ia-analysts,summary,20200901,
799,q24,GME Questions,I am satisfied with the feedback I have received.,46.0,,,,11.0,score,20201201,PPMC,all,other-professionals-pm-ia-analysts,summary,20200901,
800,q0,Improvement Readiness,"In this work setting, the learning environment effectively fixes defects to improve the quality of what we do.",68.0,56.0,53.0,12.0,69.0,score,20201201,PPMC,all,technician-surg-lab-ekg-rad-cpht,summary,20200901,-15.0
801,q1,Improvement Readiness,"In this work setting, the learning environment allows us to pause and reflect on what we do well.",65.0,43.0,46.0,4.0,69.0,score,20201201,PPMC,all,technician-surg-lab-ekg-rad-cpht,summary,20200901,-19.0
802,q2,Local Leadership,"In this work setting, local management regularly makes time to provide positive feedback to me about how I am doing.",65.0,54.0,63.0,44.0,69.0,score,20201201,PPMC,all,technician-surg-lab-ekg-rad-cpht,summary,20200901,-2.0
803,q3,Local Leadership,"In this work setting, local management regularly makes time to pause and reflect with me about my work.",61.0,49.0,56.0,29.0,69.0,score,20201201,PPMC,all,technician-surg-lab-ekg-rad-cpht,summary,20200901,-5.0
804,q4,Burnout Climate,People in this work setting are burned out from their work.,19.0,12.0,19.0,12.0,69.0,score,20201201,PPMC,all,technician-surg-lab-ekg-rad-cpht,summary,20200901,0.0
805,q5,Personal Burnout,I feel burned out from my work.,32.0,4.0,23.0,3.0,69.0,score,20201201,PPMC,all,technician-surg-lab-ekg-rad-cpht,summary,20200901,-9.0
806,q6,Emotional Thriving,I have a chance to use my strengths every day at work.,75.0,,66.0,,69.0,score,20201201,PPMC,all,technician-surg-lab-ekg-rad-cpht,summary,20200901,-9.0
807,q7,Teamwork,"In this work setting, it is difficult to speak up if I perceive a problem with patient care.",68.0,68.0,48.0,5.0,69.0,score,20201201,PPMC,all,technician-surg-lab-ekg-rad-cpht,summary,20200901,-20.0
808,q8,Teamwork,Dealing with difficult colleagues is consistently a challenging part of my job.,53.0,78.0,34.0,2.0,69.0,score,20201201,PPMC,all,technician-surg-lab-ekg-rad-cpht,summary,20200901,-19.0
809,q9,Teamwork,Communication breakdowns are common when this work setting interacts with other work settings.,46.0,85.0,29.0,8.0,69.0,score,20201201,PPMC,all,technician-surg-lab-ekg-rad-cpht,summary,20200901,-17.0
810,q10,Safety Climate,I would feel safe being treated here as a patient.,81.0,83.0,72.0,49.0,69.0,score,20201201,PPMC,all,technician-surg-lab-ekg-rad-cpht,summary,20200901,-9.0
811,q11,Safety Climate,"In this work setting, it is difficult to discuss errors.",65.0,76.0,41.0,3.0,69.0,score,20201201,PPMC,all,technician-surg-lab-ekg-rad-cpht,summary,20200901,-24.0
812,q12,Safety Climate,The values of facility leadership are the same values that people in this work setting think are important.,57.0,59.0,46.0,16.0,69.0,score,20201201,PPMC,all,technician-surg-lab-ekg-rad-cpht,summary,20200901,-11.0
813,q13,Growth Opportunities,"With respect to the growth opportunities in this work setting, I have the feeling that I can achieve something.",66.0,23.0,49.0,3.0,69.0,score,20201201,PPMC,all,technician-surg-lab-ekg-rad-cpht,summary,20200901,-17.0
814,q14,Job Certainty,"With respect to job-related uncertainty about the future in this work setting, I feel certain that I will keep my current job in the next year.",81.0,87.0,74.0,37.0,69.0,score,20201201,PPMC,all,technician-surg-lab-ekg-rad-cpht,summary,20200901,-7.0
815,q15,Decision Making,With respect to the participation in decision making that I experience here I have a direct influence on my organization's decisions.,40.0,79.0,32.0,28.0,69.0,score,20201201,PPMC,all,technician-surg-lab-ekg-rad-cpht,summary,20200901,-8.0
816,q16,Advancement,With respect to advancement in this organization I have opportunities to advance through training courses.,62.0,99.0,42.0,47.0,69.0,score,20201201,PPMC,all,technician-surg-lab-ekg-rad-cpht,summary,20200901,-20.0
817,q17,Physical Safety,I feel safe from crime or violence in my (daily) workspace.,75.0,,76.0,,69.0,score,20201201,PPMC,all,technician-surg-lab-ekg-rad-cpht,summary,20200901,1.0
818,q18,GME Questions,Faculty in my program participates in educational conferences.,69.0,,,,69.0,score,20201201,PPMC,all,technician-surg-lab-ekg-rad-cpht,summary,20200901,
819,q19,GME Questions,I feel comfortable speaking up if I am feeling tired while on duty.,25.0,,,,69.0,score,20201201,PPMC,all,technician-surg-lab-ekg-rad-cpht,summary,20200901,
820,q20,GME Questions,My Program Director is an effective leader.,64.0,,,,69.0,score,20201201,PPMC,all,technician-surg-lab-ekg-rad-cpht,summary,20200901,
821,q21,GME Questions,I am satisfied with the mentoring I receive.,51.0,,,,69.0,score,20201201,PPMC,all,technician-surg-lab-ekg-rad-cpht,summary,20200901,
822,q22,GME Questions,The curriculum is of high educational value.,66.0,,,,69.0,score,20201201,PPMC,all,technician-surg-lab-ekg-rad-cpht,summary,20200901,
823,q23,GME Questions,Faculty in my program are effective teachers.,76.0,,,,69.0,score,20201201,PPMC,all,technician-surg-lab-ekg-rad-cpht,summary,20200901,
824,q24,GME Questions,I am satisfied with the feedback I have received.,46.0,,,,69.0,score,20201201,PPMC,all,technician-surg-lab-ekg-rad-cpht,summary,20200901,
875,q0,Improvement Readiness,"In this work setting, the learning environment effectively fixes defects to improve the quality of what we do.",68.0,56.0,77.0,94.0,86.0,score,20201201,PPMC,all,adv-prac-reg-nurse-cnm-cns-crna-np,summary,20200901,9.0
876,q1,Improvement Readiness,"In this work setting, the learning environment allows us to pause and reflect on what we do well.",65.0,43.0,71.0,78.0,86.0,score,20201201,PPMC,all,adv-prac-reg-nurse-cnm-cns-crna-np,summary,20200901,6.0
877,q2,Local Leadership,"In this work setting, local management regularly makes time to provide positive feedback to me about how I am doing.",65.0,54.0,59.0,24.0,86.0,score,20201201,PPMC,all,adv-prac-reg-nurse-cnm-cns-crna-np,summary,20200901,-6.0
878,q3,Local Leadership,"In this work setting, local management regularly makes time to pause and reflect with me about my work.",61.0,49.0,55.0,23.0,86.0,score,20201201,PPMC,all,adv-prac-reg-nurse-cnm-cns-crna-np,summary,20200901,-6.0
879,q4,Burnout Climate,People in this work setting are burned out from their work.,19.0,12.0,18.0,6.0,86.0,score,20201201,PPMC,all,adv-prac-reg-nurse-cnm-cns-crna-np,summary,20200901,-1.0
880,q5,Personal Burnout,I feel burned out from my work.,32.0,4.0,35.0,13.0,86.0,score,20201201,PPMC,all,adv-prac-reg-nurse-cnm-cns-crna-np,summary,20200901,3.0
881,q6,Emotional Thriving,I have a chance to use my strengths every day at work.,75.0,,77.0,,86.0,score,20201201,PPMC,all,adv-prac-reg-nurse-cnm-cns-crna-np,summary,20200901,2.0
882,q7,Teamwork,"In this work setting, it is difficult to speak up if I perceive a problem with patient care.",68.0,68.0,79.0,98.0,86.0,score,20201201,PPMC,all,adv-prac-reg-nurse-cnm-cns-crna-np,summary,20200901,11.0
883,q8,Teamwork,Dealing with difficult colleagues is consistently a challenging part of my job.,53.0,78.0,59.0,92.0,86.0,score,20201201,PPMC,all,adv-prac-reg-nurse-cnm-cns-crna-np,summary,20200901,6.0
884,q9,Teamwork,Communication breakdowns are common when this work setting interacts with other work settings.,46.0,85.0,47.0,92.0,86.0,score,20201201,PPMC,all,adv-prac-reg-nurse-cnm-cns-crna-np,summary,20200901,1.0
885,q10,Safety Climate,I would feel safe being treated here as a patient.,81.0,83.0,92.0,99.0,86.0,score,20201201,PPMC,all,adv-prac-reg-nurse-cnm-cns-crna-np,summary,20200901,11.0
886,q11,Safety Climate,"In this work setting, it is difficult to discuss errors.",65.0,76.0,69.0,92.0,86.0,score,20201201,PPMC,all,adv-prac-reg-nurse-cnm-cns-crna-np,summary,20200901,4.0
887,q12,Safety Climate,The values of facility leadership are the same values that people in this work setting think are important.,57.0,59.0,55.0,52.0,86.0,score,20201201,PPMC,all,adv-prac-reg-nurse-cnm-cns-crna-np,summary,20200901,-2.0
888,q13,Growth Opportunities,"With respect to the growth opportunities in this work setting, I have the feeling that I can achieve something.",66.0,23.0,63.0,9.0,86.0,score,20201201,PPMC,all,adv-prac-reg-nurse-cnm-cns-crna-np,summary,20200901,-3.0
889,q14,Job Certainty,"With respect to job-related uncertainty about the future in this work setting, I feel certain that I will keep my current job in the next year.",81.0,87.0,92.0,98.0,86.0,score,20201201,PPMC,all,adv-prac-reg-nurse-cnm-cns-crna-np,summary,20200901,11.0
890,q15,Decision Making,With respect to the participation in decision making that I experience here I have a direct influence on my organization's decisions.,40.0,79.0,38.0,69.0,86.0,score,20201201,PPMC,all,adv-prac-reg-nurse-cnm-cns-crna-np,summary,20200901,-2.0
891,q16,Advancement,With respect to advancement in this organization I have opportunities to advance through training courses.,62.0,99.0,51.0,86.0,86.0,score,20201201,PPMC,all,adv-prac-reg-nurse-cnm-cns-crna-np,summary,20200901,-11.0
892,q17,Physical Safety,I feel safe from crime or violence in my (daily) workspace.,75.0,,75.0,,86.0,score,20201201,PPMC,all,adv-prac-reg-nurse-cnm-cns-crna-np,summary,20200901,0.0
893,q18,GME Questions,Faculty in my program participates in educational conferences.,69.0,,,,86.0,score,20201201,PPMC,all,adv-prac-reg-nurse-cnm-cns-crna-np,summary,20200901,
894,q19,GME Questions,I feel comfortable speaking up if I am feeling tired while on duty.,25.0,,,,86.0,score,20201201,PPMC,all,adv-prac-reg-nurse-cnm-cns-crna-np,summary,20200901,
895,q20,GME Questions,My Program Director is an effective leader.,64.0,,,,86.0,score,20201201,PPMC,all,adv-prac-reg-nurse-cnm-cns-crna-np,summary,20200901,
896,q21,GME Questions,I am satisfied with the mentoring I receive.,51.0,,,,86.0,score,20201201,PPMC,all,adv-prac-reg-nurse-cnm-cns-crna-np,summary,20200901,
897,q22,GME Questions,The curriculum is of high educational value.,66.0,,,,86.0,score,20201201,PPMC,all,adv-prac-reg-nurse-cnm-cns-crna-np,summary,20200901,
898,q23,GME Questions,Faculty in my program are effective teachers.,76.0,,,,86.0,score,20201201,PPMC,all,adv-prac-reg-nurse-cnm-cns-crna-np,summary,20200901,
899,q24,GME Questions,I am satisfied with the feedback I have received.,46.0,,,,86.0,score,20201201,PPMC,all,adv-prac-reg-nurse-cnm-cns-crna-np,summary,20200901,
900,q0,Improvement Readiness,"In this work setting, the learning environment effectively fixes defects to improve the quality of what we do.",68.0,56.0,69.0,64.0,43.0,score,20201201,PPMC,all,clinical-support-ma-csa-emt-psa,summary,20200901,1.0
901,q1,Improvement Readiness,"In this work setting, the learning environment allows us to pause and reflect on what we do well.",65.0,43.0,71.0,78.0,43.0,score,20201201,PPMC,all,clinical-support-ma-csa-emt-psa,summary,20200901,6.0
902,q2,Local Leadership,"In this work setting, local management regularly makes time to provide positive feedback to me about how I am doing.",65.0,54.0,68.0,64.0,43.0,score,20201201,PPMC,all,clinical-support-ma-csa-emt-psa,summary,20200901,3.0
903,q3,Local Leadership,"In this work setting, local management regularly makes time to pause and reflect with me about my work.",61.0,49.0,71.0,91.0,43.0,score,20201201,PPMC,all,clinical-support-ma-csa-emt-psa,summary,20200901,10.0
904,q4,Burnout Climate,People in this work setting are burned out from their work.,19.0,12.0,20.0,48.0,43.0,score,20201201,PPMC,all,clinical-support-ma-csa-emt-psa,summary,20200901,1.0
905,q5,Personal Burnout,I feel burned out from my work.,32.0,4.0,40.0,68.0,43.0,score,20201201,PPMC,all,clinical-support-ma-csa-emt-psa,summary,20200901,8.0
906,q6,Emotional Thriving,I have a chance to use my strengths every day at work.,75.0,,81.0,,43.0,score,20201201,PPMC,all,clinical-support-ma-csa-emt-psa,summary,20200901,6.0
907,q7,Teamwork,"In this work setting, it is difficult to speak up if I perceive a problem with patient care.",68.0,68.0,64.0,42.0,43.0,score,20201201,PPMC,all,clinical-support-ma-csa-emt-psa,summary,20200901,-4.0
908,q8,Teamwork,Dealing with difficult colleagues is consistently a challenging part of my job.,53.0,78.0,51.0,74.0,43.0,score,20201201,PPMC,all,clinical-support-ma-csa-emt-psa,summary,20200901,-2.0
909,q9,Teamwork,Communication breakdowns are common when this work setting interacts with other work settings.,46.0,85.0,33.0,18.0,43.0,score,20201201,PPMC,all,clinical-support-ma-csa-emt-psa,summary,20200901,-13.0
910,q10,Safety Climate,I would feel safe being treated here as a patient.,81.0,83.0,81.0,83.0,43.0,score,20201201,PPMC,all,clinical-support-ma-csa-emt-psa,summary,20200901,0.0
911,q11,Safety Climate,"In this work setting, it is difficult to discuss errors.",65.0,76.0,64.0,74.0,43.0,score,20201201,PPMC,all,clinical-support-ma-csa-emt-psa,summary,20200901,-1.0
912,q12,Safety Climate,The values of facility leadership are the same values that people in this work setting think are important.,57.0,59.0,44.0,13.0,43.0,score,20201201,PPMC,all,clinical-support-ma-csa-emt-psa,summary,20200901,-13.0
913,q13,Growth Opportunities,"With respect to the growth opportunities in this work setting, I have the feeling that I can achieve something.",66.0,23.0,76.0,78.0,43.0,score,20201201,PPMC,all,clinical-support-ma-csa-emt-psa,summary,20200901,10.0
914,q14,Job Certainty,"With respect to job-related uncertainty about the future in this work setting, I feel certain that I will keep my current job in the next year.",81.0,87.0,81.0,87.0,43.0,score,20201201,PPMC,all,clinical-support-ma-csa-emt-psa,summary,20200901,0.0
915,q15,Decision Making,With respect to the participation in decision making that I experience here I have a direct influence on my organization's decisions.,40.0,79.0,28.0,10.0,43.0,score,20201201,PPMC,all,clinical-support-ma-csa-emt-psa,summary,20200901,-12.0
916,q16,Advancement,With respect to advancement in this organization I have opportunities to advance through training courses.,62.0,99.0,71.0,99.0,43.0,score,20201201,PPMC,all,clinical-support-ma-csa-emt-psa,summary,20200901,9.0
917,q17,Physical Safety,I feel safe from crime or violence in my (daily) workspace.,75.0,,79.0,,43.0,score,20201201,PPMC,all,clinical-support-ma-csa-emt-psa,summary,20200901,4.0
918,q18,GME Questions,Faculty in my program participates in educational conferences.,69.0,,,,43.0,score,20201201,PPMC,all,clinical-support-ma-csa-emt-psa,summary,20200901,
919,q19,GME Questions,I feel comfortable speaking up if I am feeling tired while on duty.,25.0,,,,43.0,score,20201201,PPMC,all,clinical-support-ma-csa-emt-psa,summary,20200901,
920,q20,GME Questions,My Program Director is an effective leader.,64.0,,,,43.0,score,20201201,PPMC,all,clinical-support-ma-csa-emt-psa,summary,20200901,
921,q21,GME Questions,I am satisfied with the mentoring I receive.,51.0,,,,43.0,score,20201201,PPMC,all,clinical-support-ma-csa-emt-psa,summary,20200901,
922,q22,GME Questions,The curriculum is of high educational value.,66.0,,,,43.0,score,20201201,PPMC,all,clinical-support-ma-csa-emt-psa,summary,20200901,
923,q23,GME Questions,Faculty in my program are effective teachers.,76.0,,,,43.0,score,20201201,PPMC,all,clinical-support-ma-csa-emt-psa,summary,20200901,
924,q24,GME Questions,I am satisfied with the feedback I have received.,46.0,,,,43.0,score,20201201,PPMC,all,clinical-support-ma-csa-emt-psa,summary,20200901,
975,q0,Improvement Readiness,"In this work setting, the learning environment effectively fixes defects to improve the quality of what we do.",68.0,56.0,31.0,1.0,41.0,score,20201201,PPMC,all,therapist-pt-ot-speech-pta-ota,summary,20200901,-37.0
976,q1,Improvement Readiness,"In this work setting, the learning environment allows us to pause and reflect on what we do well.",65.0,43.0,20.0,1.0,41.0,score,20201201,PPMC,all,therapist-pt-ot-speech-pta-ota,summary,20200901,-45.0
977,q2,Local Leadership,"In this work setting, local management regularly makes time to provide positive feedback to me about how I am doing.",65.0,54.0,26.0,1.0,41.0,score,20201201,PPMC,all,therapist-pt-ot-speech-pta-ota,summary,20200901,-39.0
978,q3,Local Leadership,"In this work setting, local management regularly makes time to pause and reflect with me about my work.",61.0,49.0,23.0,1.0,41.0,score,20201201,PPMC,all,therapist-pt-ot-speech-pta-ota,summary,20200901,-38.0
979,q4,Burnout Climate,People in this work setting are burned out from their work.,19.0,12.0,2.0,99.0,41.0,score,20201201,PPMC,all,therapist-pt-ot-speech-pta-ota,summary,20200901,-17.0
980,q5,Personal Burnout,I feel burned out from my work.,32.0,4.0,5.0,99.0,41.0,score,20201201,PPMC,all,therapist-pt-ot-speech-pta-ota,summary,20200901,-27.0
981,q6,Emotional Thriving,I have a chance to use my strengths every day at work.,75.0,,59.0,,41.0,score,20201201,PPMC,all,therapist-pt-ot-speech-pta-ota,summary,20200901,-16.0
982,q7,Teamwork,"In this work setting, it is difficult to speak up if I perceive a problem with patient care.",68.0,68.0,44.0,4.0,41.0,score,20201201,PPMC,all,therapist-pt-ot-speech-pta-ota,summary,20200901,-24.0
983,q8,Teamwork,Dealing with difficult colleagues is consistently a challenging part of my job.,53.0,78.0,27.0,1.0,41.0,score,20201201,PPMC,all,therapist-pt-ot-speech-pta-ota,summary,20200901,-26.0
984,q9,Teamwork,Communication breakdowns are common when this work setting interacts with other work settings.,46.0,85.0,22.0,5.0,41.0,score,20201201,PPMC,all,therapist-pt-ot-speech-pta-ota,summary,20200901,-24.0
985,q10,Safety Climate,I would feel safe being treated here as a patient.,81.0,83.0,54.0,6.0,41.0,score,20201201,PPMC,all,therapist-pt-ot-speech-pta-ota,summary,20200901,-27.0
